"","codigo_ocorrencia","ocorrencia_classificacao","ocorrencia_tipo","ocorrencia_tipo_categoria","ocorrencia_tipo_icao","ocorrencia_latitude","ocorrencia_longitude","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_horario","total_recomendacoes","total_aeronaves_envolvidas","ocorrencia_saida_pista","aeronave_operador_categoria","aeronave_tipo_veiculo","aeronave_fabricante","aeronave_modelo","aeronave_tipo_icao","aeronave_motor_tipo","aeronave_motor_quantidade","aeronave_pmd","aeronave_pmd_categoria","aeronave_assentos","aeronave_ano_fabricacao","aeronave_pais_fabricante","aeronave_pais_registro","aeronave_registro_segmento","aeronave_fase_operacao","aeronave_tipo_operacao","aeronave_nivel_dano","total_fatalidades","fator_nome","fator_aspecto","fator_condicionante","fator_area"
"226","200903149732654","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-2.9662,-60.2105,"MANAUS","AM","SBEG",2009-03-14,18:00:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","70000","ACIMA DE 5700 KG",184,"2001","FRANÇA","BRASIL","REGULAR","INDETERMINADA","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"227","200903157606796","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-8.0628,-34.8889,"RECIFE","PE","SBRF",2009-03-15,20:39:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","70000","ACIMA DE 5700 KG",184,"2002","FRANÇA","BRASIL","REGULAR","POUSO","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"228","200903161151161","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-27.6117,-48.6728,"SÃO JOSÉ","SC",NA,2009-03-16,18:30:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-180","AB18","PISTÃO","MONOMOTOR","844","ATÉ 2250 KG",3,"1990","ARGENTINA","BRASIL","INSTRUÇÃO","POUSO","VOO DE INSTRUÇÃO","LEVE",0,"INSTRUÇÃO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"229","200903161151161","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-27.6117,-48.6728,"SÃO JOSÉ","SC",NA,2009-03-16,18:30:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-180","AB18","PISTÃO","MONOMOTOR","844","ATÉ 2250 KG",3,"1990","ARGENTINA","BRASIL","INSTRUÇÃO","POUSO","VOO DE INSTRUÇÃO","LEVE",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"230","200903161151161","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-27.6117,-48.6728,"SÃO JOSÉ","SC",NA,2009-03-16,18:30:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-180","AB18","PISTÃO","MONOMOTOR","844","ATÉ 2250 KG",3,"1990","ARGENTINA","BRASIL","INSTRUÇÃO","POUSO","VOO DE INSTRUÇÃO","LEVE",0,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"231","200903161151161","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-27.6117,-48.6728,"SÃO JOSÉ","SC",NA,2009-03-16,18:30:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-180","AB18","PISTÃO","MONOMOTOR","844","ATÉ 2250 KG",3,"1990","ARGENTINA","BRASIL","INSTRUÇÃO","POUSO","VOO DE INSTRUÇÃO","LEVE",0,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"232","200903161151161","ACIDENTE","PERDA DE CONTROLE NO SOLO","PERDA DE CONTROLE NO SOLO","LOC-G",-27.6117,-48.6728,"SÃO JOSÉ","SC",NA,2009-03-16,18:30:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-180","AB18","PISTÃO","MONOMOTOR","844","ATÉ 2250 KG",3,"1990","ARGENTINA","BRASIL","INSTRUÇÃO","POUSO","VOO DE INSTRUÇÃO","LEVE",0,"OUTRO FATOR",NA,NA,NA
"233","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"PROCESSO DECISÓRIO","ASPECTO PSICOLÓGICO","INDIVIDUAL","FATOR HUMANO"
"234","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"PROCESSOS ORGANIZACIONAIS","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"235","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"CULTURA ORGANIZACIONAL","ASPECTO PSICOLÓGICO","ORGANIZACIONAL","FATOR HUMANO"
"236","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",NA,NA,NA
"237","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"INDISCIPLINA DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"238","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"INFRAESTRUTURA AEROPORTUÁRIA","INFRAESTRUTURA AEROPORTUÁRIA",NA,"FATOR OPERACIONAL"
"239","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"240","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"PLANEJAMENTO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"241","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"242","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"243","200903167948242","INCIDENTE GRAVE","COLISÃO COM OBSTÁCULOS NO SOLO","COLISÃO NO SOLO","GCOL",-6.0506,-56.3022,"ITAITUBA","PA",NA,2009-03-16,19:30:00,1,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","CESSNA AIRCRAFT","U206F","C206","PISTÃO","MONOMOTOR","1633","ATÉ 2250 KG",6,"1973","ESTADOS UNIDOS","BRASIL","TÁXI AÉREO","CORRIDA APÓS POUSO","TÁXI AÉREO","LEVE",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"244","200903199901372","INCIDENTE","FUMAÇA NA CABINE","FOGO/FUMAÇA (SEM IMPACTO)","F-NI",-15.7941,-47.8879,"BRASÍLIA","DF","SBBR",2009-03-19,13:44:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2005","FRANÇA","BRASIL","REGULAR","SUBIDA","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"245","200903202364880","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-22.8767,-43.2279,"RIO DE JANEIRO","RJ","SBGL",2009-03-20,02:25:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2001","FRANÇA","BRASIL","REGULAR","DECOLAGEM","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"246","200903207404883","INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","OUTROS","OTHR",-5.9025,-42.6658,"ÁGUA BRANCA","PI",NA,2009-03-20,19:55:00,4,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","P28R","PISTÃO","MONOMOTOR","1202","ATÉ 2250 KG",4,"1975","BRASIL","BRASIL","TÁXI AÉREO","DESCIDA","TÁXI AÉREO","NENHUM",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"247","200903207404883","INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","OUTROS","OTHR",-5.9025,-42.6658,"ÁGUA BRANCA","PI",NA,2009-03-20,19:55:00,4,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","P28R","PISTÃO","MONOMOTOR","1202","ATÉ 2250 KG",4,"1975","BRASIL","BRASIL","TÁXI AÉREO","DESCIDA","TÁXI AÉREO","NENHUM",0,"SUPERVISÃO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"248","200903207404883","INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","OUTROS","OTHR",-5.9025,-42.6658,"ÁGUA BRANCA","PI",NA,2009-03-20,19:55:00,4,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","P28R","PISTÃO","MONOMOTOR","1202","ATÉ 2250 KG",4,"1975","BRASIL","BRASIL","TÁXI AÉREO","DESCIDA","TÁXI AÉREO","NENHUM",0,"OUTRO FATOR",NA,NA,NA
"249","200903207404883","INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","OUTROS","OTHR",-5.9025,-42.6658,"ÁGUA BRANCA","PI",NA,2009-03-20,19:55:00,4,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","P28R","PISTÃO","MONOMOTOR","1202","ATÉ 2250 KG",4,"1975","BRASIL","BRASIL","TÁXI AÉREO","DESCIDA","TÁXI AÉREO","NENHUM",0,"MANUTENÇÃO DE AERONAVE","DESEMPENHO DO SER HUMANO","MANUTENÇÃO DA AERONAVE","FATOR OPERACIONAL"
"250","200903207642276","INCIDENTE","TRÁFEGO AÉREO","PERDA DE SEPARAÇÃO / COLISÃO EM VOO","MAC",-23.5674,-46.5704,"SÃO PAULO","SP",NA,2009-03-20,13:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","EMBRAER","ERJ 190-100 IGW","E190","JATO","BIMOTOR","51800","ACIMA DE 5700 KG",112,"2008","BRASIL","BRASIL","REGULAR","DESCIDA","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"251","200903217816350","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-23.5674,-46.5704,"SÃO PAULO","SP",NA,2009-03-21,16:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","PIPER AIRCRAFT","PA-23-250","PA27","PISTÃO","BIMOTOR","2359","ENTRE 2250 E 5700 KG",4,"1968","ESTADOS UNIDOS","BRASIL","ESPECIALIZADA","ESPECIALIZADA","OPERAÇÃO ESPECIALIZADA","NENHUM",0,NA,NA,NA,NA
"252","200903223716100","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2009-03-22,20:20:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A321-231","A321","JATO","BIMOTOR","89000","ACIMA DE 5700 KG",232,"2007","FRANÇA","BRASIL","REGULAR","INDETERMINADA","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"253","200903225102102","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-22.8767,-43.2279,"RIO DE JANEIRO","RJ","SBGL",2009-03-22,02:18:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2001","FRANÇA","BRASIL","REGULAR","CRUZEIRO","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"254","200903234831362","INCIDENTE","COM TREM DE POUSO","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-8.0628,-34.8889,"RECIFE","PE","SBRF",2009-03-23,13:33:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","BOEING COMPANY","767-316F","B763","JATO","BIMOTOR","186880","ACIMA DE 5700 KG",6,"2005","ESTADOS UNIDOS","BRASIL","REGULAR","DECOLAGEM","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
"255","200903235572474","INCIDENTE","FALHA DO MOTOR EM VOO","FALHA OU MAU FUNCIONAMENTO DO MOTOR","SCF-PP",-22.8767,-43.2279,"RIO DE JANEIRO","RJ",NA,2009-03-23,20:30:00,0,1,"NÃO","OPERADOR DE AERONAVE","HELICÓPTERO","EUROCOPTER FRANCE","EC 120 B","EC20","TURBOEIXO","MONOMOTOR","1715","ATÉ 2250 KG",5,"1999","FRANÇA","BRASIL","TÁXI AÉREO","CRUZEIRO","TÁXI AÉREO","LEVE",0,NA,NA,NA,NA
"256","200903241540197","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-20.3202,-40.3222,"VITÓRIA","ES","SBVT",2009-03-24,07:57:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-214","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2007","FRANÇA","BRASIL","REGULAR","POUSO","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"257","200903246100776","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-19.6299,-43.9956,"CONFINS","MG","SBCF",2009-03-24,00:25:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A319-132","A319","JATO","BIMOTOR","64000","ACIMA DE 5700 KG",154,"1999","FRANÇA","BRASIL","REGULAR","CRUZEIRO","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"258","200903248956639","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-23.5674,-46.5704,"SÃO PAULO","SP","SBMT",2009-03-24,13:50:00,0,1,"NÃO","AEROCLUBE","AVIÃO","PIPER AIRCRAFT","PA-28-140","P28A","PISTÃO","MONOMOTOR","884","ATÉ 2250 KG",2,"1973","ESTADOS UNIDOS","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","LEVE",0,NA,NA,NA,NA
"259","200903254239190","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-23.4685,-46.5311,"GUARULHOS","SP","SBGR",2009-03-25,10:00:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-214","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2007","FRANÇA","BRASIL","REGULAR","DECOLAGEM","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"260","200903258586452","INCIDENTE","ESTOURO DE PNEU","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE","SCF-NP",-25.5425,-54.5871,"FOZ DO IGUAÇU","PR","SBFI",2009-03-25,12:51:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","EMBRAER","EMB-820C NAVAJO","PA31","PISTÃO","BIMOTOR","3175","ENTRE 2250 E 5700 KG",10,"1976","BRASIL","BRASIL","TÁXI AÉREO","POUSO","TÁXI AÉREO","LEVE",0,NA,NA,NA,NA
"261","200903272239844","INCIDENTE","OUTROS","OUTROS","OTHR",-22.8767,-43.2279,"RIO DE JANEIRO","RJ","SBRJ",2009-03-27,22:06:00,0,1,"NÃO","OPERADOR PARTICULAR","AVIÃO","PIPER AIRCRAFT","PA-34-220T","PA34","PISTÃO","BIMOTOR","2155","ATÉ 2250 KG",6,"1994","ESTADOS UNIDOS","BRASIL","PARTICULAR","OUTRA FASE","VOO PRIVADO","NENHUM",0,NA,NA,NA,NA
"262","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"APLICAÇÃO DE COMANDOS","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"263","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"ESQUECIMENTO DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"264","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"INSTRUÇÃO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"265","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"JULGAMENTO DE PILOTAGEM","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"266","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"COORDENAÇÃO DE CABINE","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"267","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"PLANEJAMENTO DE VOO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"268","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"POUCA EXPERIÊNCIA DO PILOTO","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"269","200903292826998","ACIDENTE","PERDA DE CONTROLE EM VOO","PERDA DE CONTROLE EM VOO","LOC-I",-23.2522,-51.1361,"LONDRINA","PR",NA,2009-03-29,13:05:00,2,1,"NÃO","AEROCLUBE","AVIÃO","AERO BOERO","AB-115","AB11","PISTÃO","MONOMOTOR","770","ATÉ 2250 KG",2,"1992","ARGENTINA","BRASIL","INSTRUÇÃO","ARREMETIDA NO AR","VOO DE INSTRUÇÃO","SUBSTANCIAL",0,"PLANEJAMENTO GERENCIAL","DESEMPENHO DO SER HUMANO","OPERAÇÃO DA AERONAVE","FATOR OPERACIONAL"
"270","200903294020339","INCIDENTE","COLISÃO COM AVE","COLISÃO COM AVE","BIRD",-13.0148,-38.4881,"SALVADOR","BA","SBSV",2009-03-29,19:40:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-214","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",184,"2007","FRANÇA","BRASIL","REGULAR","SUBIDA","VOO REGULAR","LEVE",0,NA,NA,NA,NA
"271","200903295003501","INCIDENTE","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ","SCF-NP",-22.8767,-43.2279,"RIO DE JANEIRO","RJ","SBGL",2009-03-29,12:45:00,0,1,"NÃO","OPERADOR DE AERONAVE","AVIÃO","AIRBUS INDUSTRIE","A320-232","A320","JATO","BIMOTOR","77000","ACIMA DE 5700 KG",166,"2006","FRANÇA","BRASIL","REGULAR","DECOLAGEM","VOO REGULAR","NENHUM",0,NA,NA,NA,NA
